name,url html,percentage programming file,has pull request merged,use issue for tracking,# contributors,# commits,last update at least in 2018
sawtooth-pbft,https://github.com/hyperledger/sawtooth-pbft,31.88405797101449,True,False,10,596,True
composer-concerto-tools,https://github.com/hyperledger/composer-concerto-tools,59.64912280701754,True,True,4,38,True
fabric-lib-go,https://github.com/hyperledger/fabric-lib-go,89.67391304347827,True,False,4,7,True
ursa,https://github.com/hyperledger/ursa,57.009345794392516,True,False,13,430,True
ursa-rfcs,https://github.com/hyperledger/ursa-rfcs,0,True,True,5,14,True
sawtooth-sdk-python,https://github.com/hyperledger/sawtooth-sdk-python,45.64102564102564,True,False,70,7517,True
sawtooth-sdk-rust,https://github.com/hyperledger/sawtooth-sdk-rust,34.090909090909086,True,False,70,7504,True
indy-docs,https://github.com/hyperledger/indy-docs,33.33333333333333,True,False,2,9,True
sawtooth-devmode,https://github.com/hyperledger/sawtooth-devmode,7.8125,True,False,69,7494,True
grid,https://github.com/hyperledger/grid,17.24137931034483,True,False,46,5414,True
grid-contrib,https://github.com/hyperledger/grid-contrib,66.12903225806451,True,False,45,5269,True
grid-website,https://github.com/hyperledger/grid-website,7.920792079207921,True,False,13,1004,True
grid-rfcs,https://github.com/hyperledger/grid-rfcs,0,True,False,3,13,True
iroha-java,https://github.com/hyperledger/iroha-java,66.26506024096386,True,True,4,32,True
ursa-docs,https://github.com/hyperledger/ursa-docs,0,True,True,1,1,True
fabric-gateway-java,https://github.com/hyperledger/fabric-gateway-java,82.35294117647058,True,True,4,14,True
sawtooth-sdk-swift,https://github.com/hyperledger/sawtooth-sdk-swift,25.0,True,False,3,77,True
indy-sdk-python,https://github.com/hyperledger/indy-sdk-python,0,True,False,1,1,True
