Sender,channel,text,url_html,is issue,is comment's issue,is pull request,is comment's pull request,issue or pull another repository,is other issue or pull of another organization,url not found
cmceniry,kubernetes-novice,"ah - it was in the community notes for today:
<https://docs.google.com/document/d/1VQDIAB0OqiSjIHI8AWMvSdceWhnz56jNpZrLs6o7NJY/#heading=h.bvg9w8qwsmq0>
[0:35] Known issue when upgrading from &lt;1.6.4 to 1.6.4 or 1.6.5 when using GCLB
<https://github.com/kubernetes/ingress/issues/842> - GCP HealthCheck customizations lost upgrading to GLBC 0.9.3",https://github.com/kubernetes/ingress/issues/842,False,False,False,False,True,False,False
jorge,kubernetes-novice,<@U0EP29FEY> closing the loop on the CLA issue: <https://github.com/kubernetes/community/pull/1509>,https://github.com/kubernetes/community/pull/1509,False,False,False,False,True,False,False
notjames,kubernetes-novice,"at first we thought that it might have been because we were using an unsanctioned version of etcd with 1.8.x. The sanctioned IE tested version is 3.0.17, but I just had a minimal cluster die last night while using 3.0.17 — although I failed to check the file descriptor usage so this issue might be a different one. I’m spinning up a new cluster and will be keeping an eye on it. We were tracking this issue <https://github.com/samsung-cnct/kraken/issues/203> and <https://github.com/samsung-cnct/kraken/issues/206>",https://github.com/samsung-cnct/kraken/issues/203,False,False,False,False,False,True,False
cdrage,kubernetes-novice,hey <@U2SBSJEHJ>  I'm having a lot of troubles with the openshift cluster tests... even locally it seems to fail a small amount of times. Any ideas regarding the CrashLoopBackoff? <https://github.com/kubernetes/kompose/pull/763>,https://github.com/kubernetes/kompose/pull/763,False,False,False,False,True,False,False
sleepybrett,kubernetes-novice,<https://github.com/golang/go/issues/18639>,https://github.com/golang/go/issues/18639,False,False,False,False,False,True,False
sttts,kubernetes-novice,<@U09R0N2BF> ^^^ would  be great to unblock tests in kubernetes/publishing-bot <https://github.com/kubernetes/k8s.io/pull/94>,https://github.com/kubernetes/k8s.io/pull/94,False,False,False,False,True,False,False
mauilion,kubernetes-novice,<https://github.com/kubernetes/kubernetes/pull/53324>,https://github.com/kubernetes/kubernetes/pull/53324,False,False,True,False,False,False,False
mlamina,kubernetes-novice,"Right now everyone who has access to the dashboard will be able to use all of its features. However, there are efforts to change this in the future: <https://github.com/kubernetes/dashboard/issues/964>",https://github.com/kubernetes/dashboard/issues/964,False,False,False,False,True,False,False
cjwagner,kubernetes-novice,"Could I please get some ContribEx eyes on <https://github.com/kubernetes/test-infra/issues/4179>
I have changed the blunderbuss plugin (responsible for auto-assigning users to a PR based on the 'reviewers' section of appropriate OWNERS files) to request reviews from users instead of assigning them. Currently it is confusing that assignees are taken from the 'reviewers' section of the OWNERS file and do not have reviews requested of them. Making 'reviewers' github PR reviewers instead of assignees seems clearer.
There are concerns that this will interrupt some users workflows and that requesting reviews will not convey the same sense of ownership that assigning a user does.",https://github.com/kubernetes/test-infra/issues/4179,False,False,False,False,True,False,False
resouer,kubernetes-novice,<https://github.com/kubernetes/kubernetes/pull/54405>,https://github.com/kubernetes/kubernetes/pull/54405,False,False,True,False,False,False,False
marun,kubernetes-novice,<@U0AH4GABW>: I hear you'd federation to be moved out of k/k.  I have a supporting PR that could use your approval: <https://github.com/kubernetes/kubernetes/pull/54336> ,https://github.com/kubernetes/kubernetes/pull/54336,False,False,True,False,False,False,False
ravig,kubernetes-novice,<@U1N4ENMFT> <https://github.com/kubernetes-incubator/descheduler/pull/56> - Do you still plan to work on this?,https://github.com/kubernetes-incubator/descheduler/pull/56,False,False,False,False,False,True,False
pmorie,kubernetes-novice,<@U3Q2NPH2S> can you take a look at this PR when you have a chance? it fixes the verify job in k/federation <https://github.com/kubernetes/federation/pull/182>,https://github.com/kubernetes/federation/pull/182,False,False,False,False,True,False,False
surajnarwade,kubernetes-novice,<@U0DE6E8JY> I need  review on <https://github.com/kubernetes-incubator/kompose/pull/560>,https://github.com/kubernetes-incubator/kompose/pull/560,False,False,False,False,False,True,False
slack1539,kubernetes-novice,"Hi, I was wondering if I could get some feedback on <https://github.com/kubernetes/kubernetes/issues/56304> thanks",https://github.com/kubernetes/kubernetes/issues/56304,True,False,False,False,False,False,False
darrengarvey,kubernetes-novice,I just realised `hostPath` support got removed: <https://github.com/kubernetes-incubator/kompose/issues/109>,https://github.com/kubernetes-incubator/kompose/issues/109,False,False,False,False,False,True,False
tpepper,kubernetes-novice,<@U1W1Q6PRQ> and <@U09R2FL93> as y’all do chart of the week can you think of a few examples to describe in response to <https://github.com/cncf/devstats/issues/35#issuecomment-354559720>,https://github.com/cncf/devstats/issues/35#issuecomment-354559720,False,False,False,False,False,True,False
thermi,kubernetes-novice,"kubefed can't set up federation correctly, because it does stupid things:
```
r}   Warning   InspectFailed   kubelet, gke-kubernetes-cluster-pool-1-76a09ebd-b587   Failed to apply default image tag ""<http://gcr.io/google_containers/hyperkube-amd64:v1.8.0+0b9efaeb34a2f|gcr.io/google_containers/hyperkube-amd64:v1.8.0+0b9efaeb34a2f>"": couldn't parse image reference ""<http://gcr.io/google_containers/hyperkube-amd64:v1.8.0+0b9efaeb34a2f|gcr.io/google_containers/hyperkube-amd64:v1.8.0+0b9efaeb34a2f>"": invalid reference format
2017-10-04 14:07:14 +0200 CEST   2017-10-04 14:00:47 +0200 CEST   31        fed-zone-europe-controller-manager-4130961042-m9c3z.14ea5c3e2a63466e   Pod                 Warning   FailedSync   kubelet, gke-kubernetes-cluster-pool-1-76a09ebd-b587   Error syncing pod
```

How do people work around that? Information is here: <https://github.com/kubernetes/kubernetes/issues/53430>",https://github.com/kubernetes/kubernetes/issues/53430,True,False,False,False,False,False,False
mrostecki,kubernetes-novice,I'm trying to figure out how to implement <https://github.com/kubernetes-incubator/rktlet/issues/107>,https://github.com/kubernetes-incubator/rktlet/issues/107,False,False,False,False,False,True,False
xhu,kubernetes-novice,"who can help me to resolve the sla issue for the pull request <https://github.com/kubernetes/community/pull/1485>,  I can't get cncf-cla: yes for it",https://github.com/kubernetes/community/pull/1485,False,False,False,False,True,False,False
carlos.panato,kubernetes-novice,I will take this: <https://github.com/kubernetes/test-infra/issues/1906> <@U1P7T516X> if is that ok,https://github.com/kubernetes/test-infra/issues/1906,False,False,False,False,True,False,False
mkumatag,kubernetes-novice,Submitted one more PR for multi arch image catalog - <https://github.com/kubernetes/kubernetes/pull/45074>,https://github.com/kubernetes/kubernetes/pull/45074,False,False,True,False,False,False,False
iaguis,kubernetes-novice,"<@U26HHP8S2> about <https://github.com/kubernetes-incubator/rktlet/pull/117#issuecomment-329462827> I'm not sure I understand, if you pass any seccomp-related option to the systemd unit (<https://github.com/systemd/systemd/blob/3b2286/src/core/execute.c#L1293>) it will enable no_new_privs. Do you mean that we could disable seccomp on a per-app basis?",https://github.com/kubernetes-incubator/rktlet/pull/117#issuecomment-329462827,False,False,False,False,False,True,False
marun,kubernetes-novice,"@derekwaynecarr, <@U09R2LQ8Y>: One of the last federation PRs targeted for merge before moving out of tree proposes to update vendored <http://github.com/docker|github.com/docker> to 0.3.0: <https://github.com/kubernetes/kubernetes/pull/51026>",https://github.com/kubernetes/kubernetes/pull/51026,False,False,True,False,False,False,False
3dinfluence,kubernetes-novice,looks like someone reported a similar bug driven by the same behavior but for different causes <https://github.com/kubernetes/kubernetes/issues/37414>,https://github.com/kubernetes/kubernetes/issues/37414,True,False,False,False,False,False,False
rjmorse,kubernetes-novice,"Related to the VMware Fusion issues brought up by <@U3L4RG672> and getting memory stats, there was some discussion recently about that from <@U4BSEP55K> over at <https://github.com/kubernetes/kubernetes/issues/55031#issuecomment-347748958>",https://github.com/kubernetes/kubernetes/issues/55031#issuecomment-347748958,False,True,False,False,False,False,False
anupn,kubernetes-novice,"Hi All, I see this PR <https://github.com/kubernetes/kubernetes/pull/47181> to make k8s run with swap enabled, but when I am running ""kubeadm init"" I am seeing the same issue",https://github.com/kubernetes/kubernetes/pull/47181,False,False,True,False,False,False,False
bentheelder,kubernetes-novice,"the flakes are too high: <http://velodrome.k8s.io/dashboard/db/bigquery-metrics?orgId=1>
filed <https://github.com/kubernetes/kubernetes/issues/57342> and poked <https://github.com/kubernetes/kubernetes/issues/56121> :confused:",https://github.com/kubernetes/kubernetes/issues/57342,True,False,False,False,False,False,False
cdhunt,kubernetes-novice,I guess that's not just me: <https://github.com/kubernetes/kubernetes/issues/55816>,https://github.com/kubernetes/kubernetes/issues/55816,True,False,False,False,False,False,False
lctung,kubernetes-novice,"hi, is there a way to get memory request for a container from prometheus metrics? something similar to this: <https://github.com/kubernetes/kubernetes/issues/40214>",https://github.com/kubernetes/kubernetes/issues/40214,True,False,False,False,False,False,False
liggitt,kubernetes-novice,"well, can't hurt... opened <https://github.com/kubernetes/kubernetes/pull/57805>",https://github.com/kubernetes/kubernetes/pull/57805,False,False,True,False,False,False,False
sttts,kubernetes-novice,<@U0AH4GABW> who can merge &amp; redeploy <http://k8s.io|k8s.io>? <https://github.com/kubernetes/k8s.io/pull/94>,https://github.com/kubernetes/k8s.io/pull/94,False,False,False,False,True,False,False
mkumatag,kubernetes-novice,submitted the PR - <https://github.com/kubernetes/kubernetes/pull/44910> for multi architecture k8s test docker images. PTAL..,https://github.com/kubernetes/kubernetes/pull/44910,False,False,True,False,False,False,False
dims,kubernetes-novice,<@U09R2LQ8Y> <@U09R02HAR> <@U0AH4GABW> - Need your help/review for digging into the kubeadm CI failure - i dug into one problem - here’s the PR for that <https://github.com/kubernetes/kubernetes/pull/53749>,https://github.com/kubernetes/kubernetes/pull/53749,False,False,True,False,False,False,False
fish,kubernetes-novice,<https://github.com/kubernetes/kubeadm/issues/590>,https://github.com/kubernetes/kubeadm/issues/590,False,False,False,False,True,False,False
robocop,kubernetes-novice,<@U0TH372DT> open issue still? <https://github.com/kubernetes/kubernetes/issues/45419>,https://github.com/kubernetes/kubernetes/issues/45419,True,False,False,False,False,False,False
jchaloup,kubernetes-novice,"Hi guys, I have just extended the node e2e testsuite to run the tests over containerized Kubelet. Is there anyone who could review <https://github.com/kubernetes/kubernetes/pull/56250> and merge it? <@U09R2LQ8Y> got a minute to take a look?",https://github.com/kubernetes/kubernetes/pull/56250,False,False,True,False,False,False,False
ifilonenko,kubernetes-novice,"you know it :slightly_smiling_face: 
<https://github.com/apache/spark/pull/19468>
<https://github.com/apache/spark/pull/19717>
<https://github.com/apache/spark/pull/19946>
<https://github.com/apache/spark/pull/19954>",https://github.com/apache/spark/pull/19468,False,False,False,False,False,True,False
spiffxp,kubernetes-novice,<https://github.com/kubernetes/test-infra/pull/6062>,https://github.com/kubernetes/test-infra/pull/6062,False,False,False,False,True,False,False
jhorwit2,kubernetes-novice,np! There's also a vault provider impl WIP <https://github.com/kubernetes/kubernetes/issues/49817>,https://github.com/kubernetes/kubernetes/issues/49817,True,False,False,False,False,False,False
melserngawy,kubernetes-novice,"hi all, 
is this issue  <https://github.com/kubernetes/kubernetes/issues/20112>  has been solved or just closed ? I cannot find away to get the endpoint from service object",https://github.com/kubernetes/kubernetes/issues/20112,True,False,False,False,False,False,False
surajnarwade,kubernetes-novice,<@U0DE6E8JY> <@U10KRBVHN>  can you please review <https://github.com/kubernetes-incubator/kompose/pull/626>,https://github.com/kubernetes-incubator/kompose/pull/626,False,False,False,False,False,True,False
cblecker,kubernetes-novice,yeah :( <https://github.com/kubernetes/kubernetes/pull/57735>,https://github.com/kubernetes/kubernetes/pull/57735,False,False,True,False,False,False,False
patricklang,kubernetes-novice,for example <https://github.com/kubernetes/kubernetes/issues/56188#issuecomment-353539433> is asking for NFSv4 client in Windows which would be a new release putting it next fall at the earliest,https://github.com/kubernetes/kubernetes/issues/56188#issuecomment-353539433,False,True,False,False,False,False,False
seh,kubernetes-novice,"Your “web-headless” _Service_ needs to define at least one port.

<https://github.com/kubernetes/dns/issues/174>",https://github.com/kubernetes/dns/issues/174,False,False,False,False,True,False,False
dims,kubernetes-novice,"<@U0A69N5GQ> <@U09R2LQ8Y> looks like we need a decision if <https://github.com/kubernetes/kubernetes/issues/57005> is blocking 1.9 or not. there are 2 possible PR(s) for it (first one fails building kubeadm for some reason, the second one duplicates a constant to avoid the problem with the first one)",https://github.com/kubernetes/kubernetes/issues/57005,True,False,False,False,False,False,False
bowei,kubernetes-novice,"There is a proposal for adding more customization to the pod-based name resolution, would be great for some Windows experts to comment on how this may interact with Pods running on Windows: <https://github.com/kubernetes/community/pull/1276>",https://github.com/kubernetes/community/pull/1276,False,False,False,False,True,False,False
fejta,kubernetes-novice,Surprise! <https://github.com/kubernetes/test-infra/pull/5974>,https://github.com/kubernetes/test-infra/pull/5974,False,False,False,False,True,False,False
cdrage,kubernetes-novice,since <@U0DE6E8JY> has done a lot of work testing <https://github.com/kubernetes-incubator/kompose/pull/521> can any of you three please test it and see if it works for you? <@U1N4ENMFT> <@U10KRBVHN> <@U3R8AEEQG> ,https://github.com/kubernetes-incubator/kompose/pull/521,False,False,False,False,False,True,False
euank,kubernetes-novice,<https://github.com/coreos/rkt/issues/3181>,https://github.com/coreos/rkt/issues/3181,False,False,False,False,False,True,False
tianshapjq,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/54381>,https://github.com/kubernetes/kubernetes/issues/54381,True,False,False,False,False,False,False
claytonc,kubernetes-novice,<@U09R30ANQ> did you see <https://github.com/openshift/origin/issues/16112>?,https://github.com/openshift/origin/issues/16112,False,False,False,False,False,True,False
chrisk,kubernetes-novice,A new rkt release with that fix should be out tomorrow: <https://github.com/rkt/rkt/pull/3815>,https://github.com/rkt/rkt/pull/3815,False,False,False,False,False,True,False
cblecker,kubernetes-novice,there's a PR to add a command to add it here: <https://github.com/kubernetes/test-infra/pull/6003>,https://github.com/kubernetes/test-infra/pull/6003,False,False,False,False,True,False,False
mark-nb,kubernetes-novice,"still possibly related to <https://github.com/Azure/acs-engine/issues/1680>
<https://github.com/Azure/acs-engine/issues/558>",https://github.com/Azure/acs-engine/issues/1680,False,False,False,False,False,True,False
jberkus,kubernetes-novice,"hey, I urgently need to talk to someone about <https://github.com/kubernetes/kubernetes/issues/56261> and <https://github.com/kubernetes/kubernetes/pull/56622>",https://github.com/kubernetes/kubernetes/issues/56261,True,False,False,False,False,False,False
spiffxp,kubernetes-novice,<https://github.com/kubernetes/test-infra/pull/5435>,https://github.com/kubernetes/test-infra/pull/5435,False,False,False,False,True,False,False
runcom,kubernetes-novice,<@U0DMDFHM3> <https://github.com/opencontainers/image-spec/issues/682>,https://github.com/opencontainers/image-spec/issues/682,False,False,False,False,False,True,False
foxish,kubernetes-novice,I'm referring to mainline apache/spark actually. We have pushed one of our PRs there (<https://github.com/apache/spark/pull/19468>) and the second is in progress (<https://github.com/apache/spark/pull/19717>),https://github.com/apache/spark/pull/19717,False,False,False,False,False,True,False
ravig,kubernetes-novice,"<@U09R2P666> I have addressed the comments suggested by you for  <https://github.com/kubernetes/kubernetes/pull/46514>, can you please have a look at it?",https://github.com/kubernetes/kubernetes/pull/46514,False,False,True,False,False,False,False
rajatjindal83,kubernetes-novice,"Hi <@U20PTNFE0> when you get a chance, can you please look at <https://github.com/kubernetes/kube-state-metrics/issues/332>",https://github.com/kubernetes/kube-state-metrics/issues/332,False,False,False,False,True,False,False
patricklang,kubernetes-novice,yeah - symptom looks like this <https://github.com/kubernetes/kubernetes/issues/56902>,https://github.com/kubernetes/kubernetes/issues/56902,True,False,False,False,False,False,False
paris,kubernetes-novice,Thanks Tim! Fixed and nitted myself on some other things -&gt; <https://github.com/kubernetes/community/pull/1517>,https://github.com/kubernetes/community/pull/1517,False,False,False,False,True,False,False
qasim.sarfraz,kubernetes-novice,"I am assuming I was hitting this, <https://github.com/kubernetes/minikube/issues/2199>, before I restarted the control plane components!",https://github.com/kubernetes/minikube/issues/2199,False,False,False,False,True,False,False
mcheah,kubernetes-novice,"<@U5LM5PESX> <@U7GQR9135> wanted to circle back on <https://github.com/apache-spark-on-k8s/spark-integration/pull/3> here.

The question I have is, what is the underlying infrastructure this will run on and how will it be configured? We can run on the Pepperdata jenkins or the Riselab jenkins here. It depends on which is ready for the jobs to be deployed on and how the code is configured to run.",https://github.com/apache-spark-on-k8s/spark-integration/pull/3,False,False,False,False,False,True,False
nikhita,kubernetes-novice,"unfortunately, that's due to a typo. <https://github.com/kubernetes/kubernetes/pull/53426> fixes it. This fix should be available on the 1.7 branch when  <http://k8s.io/apiextensions-apiserver|k8s.io/apiextensions-apiserver> is synced with k/k.",https://github.com/kubernetes/kubernetes/pull/53426,False,False,True,False,False,False,False
maciaszczykm,kubernetes-novice,"<https://github.com/kubernetes/dashboard/issues/1703>

It seems it's on our roadmap.",https://github.com/kubernetes/dashboard/issues/1703,False,False,False,False,True,False,False
bryk,kubernetes-novice,"<@U4EQ8MJ22> Look at <https://github.com/kubernetes/dashboard/issues/2603>, it should help you",https://github.com/kubernetes/dashboard/issues/2603,False,False,False,False,True,False,False
jberkus,kubernetes-novice,"also, this issue needs to be approved immediately if it's going to be in 1.9.0: <https://github.com/kubernetes/kubernetes/pull/56858>  <@U5ECG5LP9> <@U2AK1DASU> <@U4723UJL8>",https://github.com/kubernetes/kubernetes/pull/56858,False,False,True,False,False,False,False
surajnarwade,kubernetes-novice,"hey guys, needs review for this, <https://github.com/kubernetes/kompose/pull/707>",https://github.com/kubernetes/kompose/pull/707,False,False,False,False,True,False,False
presnall,kubernetes-novice,keep in mind there are currently issues with a lot of services due to iptables <https://github.com/kubernetes/kubernetes/issues/44063>,https://github.com/kubernetes/kubernetes/issues/44063,True,False,False,False,False,False,False
sszuecs,kubernetes-novice,<https://github.com/szuecs/kube-static-egress-controller/issues/6>,https://github.com/szuecs/kube-static-egress-controller/issues/6,False,False,False,False,False,True,False
errordeveloper,kubernetes-novice,and I've found <https://github.com/kubernetes/features/issues/19> very quickly from there,https://github.com/kubernetes/features/issues/19,False,False,False,False,True,False,False
vinhags,kubernetes-novice,I believe this is related to this issues: <https://github.com/kubernetes/kubernetes/issues/53566>,https://github.com/kubernetes/kubernetes/issues/53566,True,False,False,False,False,False,False
ianlewis,kubernetes-novice,<@U0Q4BQJH0> No AFAIK. Please add a comment about it here: <https://github.com/kubernetes/dashboard/issues/1423>,https://github.com/kubernetes/dashboard/issues/1423,False,False,False,False,True,False,False
erhudy,kubernetes-novice,"<@U0B4CS1GF> hey, i wanted to check in with you again on <https://github.com/kubernetes/kubernetes/issues/47538> per our conversation last week",https://github.com/kubernetes/kubernetes/issues/47538,True,False,False,False,False,False,False
quinton_hoole,kubernetes-novice,<@U5G3FL96V> <@U0ALLP249> what happens kafka-pod-{n} dies?  I think you're possibly looking for a federated statefulset.  <https://github.com/kubernetes/community/pull/437>,https://github.com/kubernetes/community/pull/437,False,False,False,False,True,False,False
rjmorse,kubernetes-novice,<@U7Q4ECUHM> you might want to see if anything stands out in <https://github.com/Microsoft/SDN/pull/139> (updated instructions) from <@U78C6H16F> but otherwise I don't have much to offer,https://github.com/Microsoft/SDN/pull/139,False,False,False,False,False,True,False
smana,kubernetes-novice,hmm <https://github.com/kubernetes/kubeadm/issues/23>,https://github.com/kubernetes/kubeadm/issues/23,False,False,False,False,True,False,False
spiffxp,kubernetes-novice,<https://github.com/kubernetes/test-infra/pull/6063> I'm curious if tide's gonna be stuck trying to merge that PR or what,https://github.com/kubernetes/test-infra/pull/6063,False,False,False,False,True,False,False
quinton_hoole,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/50761>,https://github.com/kubernetes/kubernetes/issues/50761,True,False,False,False,False,False,False
jamie.poole,kubernetes-novice,"Running version 1.9.0-alpha.2 of kubelet on a fresh Windows 1709 build, and think I'm running into this: <https://github.com/kubernetes/kubernetes/issues/55031> . Has anyone else experienced this?",https://github.com/kubernetes/kubernetes/issues/55031,True,False,False,False,False,False,False
spiffxp,kubernetes-novice,do folks have things to discuss during today's sig-scale? I know <@U34HHEWE4> is hunting down <https://github.com/kubernetes/kubernetes/issues/51899>,https://github.com/kubernetes/kubernetes/issues/51899,True,False,False,False,False,False,False
hazim,kubernetes-novice,"Hi,
Is there a way to change `logging driver` of containers in the pods to `fluentd`?
I read that kubernetes does not support this: <https://github.com/kubernetes/kubernetes/issues/15478>

I know i can change the logging driver on the host docker daemon, but `fluentd` itself would be running as a pod, would such configuration work?",https://github.com/kubernetes/kubernetes/issues/15478,True,False,False,False,False,False,False
chrislovecnm,kubernetes-novice,Help anyone <https://github.com/kubernetes/test-infra/issues/6088>,https://github.com/kubernetes/test-infra/issues/6088,False,False,False,False,True,False,False
cdrage,kubernetes-novice,<@U3R8AEEQG> <https://github.com/kubernetes/kompose/pull/869> isn't correct. we have no deploy: labels working yet.,https://github.com/kubernetes/kompose/pull/869,False,False,False,False,True,False,False
surajnarwade,kubernetes-novice,"<@U0DE6E8JY> <@U2TU9NPH9> , I have talked with  <@U2S2GLMJR> regarding his `git` related PR, as he is busy with his personal stuff, I have updated his PR  and its good to go now <https://github.com/kubernetes/kompose/pull/651>",https://github.com/kubernetes/kompose/pull/651,False,False,False,False,True,False,False
resouer,kubernetes-novice,Anyone take a look at <https://github.com/kubernetes/kubernetes/pull/49093>,https://github.com/kubernetes/kubernetes/pull/49093,False,False,True,False,False,False,False
pires,kubernetes-novice,<@U0BK9L2AV> <https://github.com/kubernetes/kubernetes/pull/55119>,https://github.com/kubernetes/kubernetes/pull/55119,False,False,True,False,False,False,False
paris,kubernetes-novice,<https://github.com/cncf/devstats/issues/30> -&gt; adding selection of multi repos to the PR Authors Dashboard,https://github.com/cncf/devstats/issues/30,False,False,False,False,False,True,False
kruczjak,kubernetes-novice,<https://github.com/kubernetes/kops/issues/3605#issuecomment-351674234>,https://github.com/kubernetes/kops/issues/3605#issuecomment-351674234,False,False,False,False,True,False,False
liggitt,kubernetes-novice,Opened <https://github.com/kubernetes-incubator/kubespray/issues/2121>,https://github.com/kubernetes-incubator/kubespray/issues/2121,False,False,False,False,False,True,False
justaugustus,kubernetes-novice,"It looks like it's being worked by <@U0ASA4398>, who has also been tackling the initial Scale Sets work:
- <https://github.com/kubernetes/kubernetes/issues/43287>
- <https://github.com/kubernetes/autoscaler/issues/449>

Perhaps he can provide a little more context?",https://github.com/kubernetes/autoscaler/issues/449,False,False,False,False,True,False,False
cyp,kubernetes-novice,"Still seeing ImageGCFailed on 1.8.4 - deployed hybrid cluster from acs-engine - can anyone confirm?
<https://github.com/Azure/acs-engine/issues/658>",https://github.com/Azure/acs-engine/issues/658,False,False,False,False,False,True,False
