Sender,channel,text,url_html,is issue,is comment's issue,is pull request,is comment's pull request,issue or pull another repository,is other issue or pull of another organization,url not found
hrishin,kubernetes-pm,"Greeting on Friday evening!
<https://github.com/kubernetes/kompose/issues/712>",https://github.com/kubernetes/kompose/issues/712,False,False,False,False,True,False,False
bentheelder,kubernetes-pm,Perhaps this one? <https://github.com/kubernetes/test-infra/issues/1612>,https://github.com/kubernetes/test-infra/issues/1612,False,False,False,False,True,False,False
luxas,kubernetes-pm,Feel free to comment on: <https://github.com/kubernetes/features/issues/288>,https://github.com/kubernetes/features/issues/288,False,False,False,False,True,False,False
notjames,kubernetes-pm,"at first we thought that it might have been because we were using an unsanctioned version of etcd with 1.8.x. The sanctioned IE tested version is 3.0.17, but I just had a minimal cluster die last night while using 3.0.17 — although I failed to check the file descriptor usage so this issue might be a different one. I’m spinning up a new cluster and will be keeping an eye on it. We were tracking this issue <https://github.com/samsung-cnct/kraken/issues/203> and <https://github.com/samsung-cnct/kraken/issues/206>",https://github.com/samsung-cnct/kraken/issues/203,False,False,False,False,False,True,False
spiffxp,kubernetes-pm,<https://github.com/kubernetes/test-infra/pull/5989> I tried to pull the hardcode out <@U0Y7A2MME> see if this makes sense,https://github.com/kubernetes/test-infra/pull/5989,False,False,False,False,True,False,False
cdrage,kubernetes-pm,<@U2S2GLMJR> i reviewed: <https://github.com/kubernetes-incubator/kompose/pull/651> lots of weird stuff going on,https://github.com/kubernetes-incubator/kompose/pull/651,False,False,False,False,False,True,False
spiffxp,kubernetes-pm,yes I did <https://github.com/kubernetes/test-infra/pull/6019#issuecomment-353187630>,https://github.com/kubernetes/test-infra/pull/6019#issuecomment-353187630,False,False,False,False,True,False,False
ixdy,kubernetes-pm,<https://github.com/kubernetes/test-infra/pull/6021> if anyone wants to review,https://github.com/kubernetes/test-infra/pull/6021,False,False,False,False,True,False,False
cdrage,kubernetes-pm,Hey <@U2SBSJEHJ> could you have a look at <https://github.com/kubernetes/kompose/pull/665> when you have time? :),https://github.com/kubernetes/kompose/pull/665,False,False,False,False,True,False,False
surajnarwade,kubernetes-pm,<@U0DE6E8JY> <@U10KRBVHN>  can you please review <https://github.com/kubernetes-incubator/kompose/pull/626>,https://github.com/kubernetes-incubator/kompose/pull/626,False,False,False,False,False,True,False
bentheelder,kubernetes-pm,"<https://github.com/kubernetes/test-infra/pulls/spxtr>
<https://github.com/kubernetes/test-infra/pull/6010>",https://github.com/kubernetes/test-infra/pull/6010,False,False,False,False,True,False,False
cdrage,kubernetes-pm,<@U10KRBVHN> could you approve my changes for v3 <https://github.com/kubernetes-incubator/kompose/pull/600#pullrequestreview-42169634>,https://github.com/kubernetes-incubator/kompose/pull/600#,False,False,False,False,False,True,False
porridge,kubernetes-pm,can someone please add the queue/fix label to <https://github.com/kubernetes/kubernetes/pull/57407>?,https://github.com/kubernetes/kubernetes/pull/57407,False,False,True,False,False,False,False
smana,kubernetes-pm,hmm <https://github.com/kubernetes/kubeadm/issues/23>,https://github.com/kubernetes/kubeadm/issues/23,False,False,False,False,True,False,False
procrypt,kubernetes-pm,<@U0DE6E8JY> <@U10KRBVHN> <@U2TU9NPH9> Can we merge this <https://github.com/kubernetes-incubator/kompose/pull/651> I'm blocked on this :upside_down_face:,https://github.com/kubernetes-incubator/kompose/pull/651,False,False,False,False,False,True,False
christopher376,kubernetes-pm,<https://github.com/kubernetes/kops/issues/1718>,https://github.com/kubernetes/kops/issues/1718,False,False,False,False,True,False,False
sleepybrett,kubernetes-pm,<https://github.com/golang/go/issues/18639>,https://github.com/golang/go/issues/18639,False,False,False,False,False,True,False
afirth.work,kubernetes-pm,<https://github.com/kubernetes/kubernetes/issues/3312> might be a good place to start,https://github.com/kubernetes/kubernetes/issues/3312,True,False,False,False,False,False,False
surajnarwade,kubernetes-pm,"<@U10KRBVHN> needs your final review, <https://github.com/kubernetes-incubator/kompose/pull/424>",https://github.com/kubernetes-incubator/kompose/pull/424,False,False,False,False,False,True,False
dims,kubernetes-pm,<@U09R2FL93> <https://github.com/kubernetes/test-infra/pull/5986>,https://github.com/kubernetes/test-infra/pull/5986,False,False,False,False,True,False,False
mrostecki,kubernetes-pm,I'm trying to figure out how to implement <https://github.com/kubernetes-incubator/rktlet/issues/107>,https://github.com/kubernetes-incubator/rktlet/issues/107,False,False,False,False,False,True,False
chrislovecnm,kubernetes-pm,And can you remove the help wanted label on <https://github.com/kubernetes/test-infra/issues/5283>,https://github.com/kubernetes/test-infra/issues/5283,False,False,False,False,True,False,False
surajnarwade,kubernetes-pm,<@U2TU9NPH9> <@U10KRBVHN>  <@U1N4ENMFT> <@U0DE6E8JY> please review <https://github.com/kubernetes-incubator/kompose/pull/626>,https://github.com/kubernetes-incubator/kompose/pull/626,False,False,False,False,False,True,False
cdrage,kubernetes-pm,will need some help <@U2SBSJEHJ>  on why openshift tests are failing :( <https://github.com/kubernetes/kompose/pull/763>,https://github.com/kubernetes/kompose/pull/763,False,False,False,False,True,False,False
deads2k,kubernetes-pm,@tamalsaha does the explanation in <https://github.com/kubernetes/kubeadm/issues/642> make sense?  It's important to understand why you shouldn't re-use that certificate,https://github.com/kubernetes/kubeadm/issues/642,False,False,False,False,True,False,False
fejta,kubernetes-pm,<https://github.com/kubernetes/test-infra/issues/5507>,https://github.com/kubernetes/test-infra/issues/5507,False,False,False,False,True,False,False
nikhita,kubernetes-pm,"about <https://github.com/kubernetes/kubernetes/pull/52828#issuecomment-347110209>, the bot suggests to use the 'keep-open' label (but doesn't mention which command to use).

Also, I noticed that the 'keep-open' label does not exist anymore. Any idea what needs to be done to keep a PR open then?",https://github.com/kubernetes/kubernetes/pull/52828#issuecomment-347110209,False,True,False,False,False,False,False
cdrage,kubernetes-pm,"mention bot has been working well, but could <@U10KRBVHN> or <@U3R8AEEQG> give a quick review on: <https://github.com/kubernetes/kompose/pull/731> <https://github.com/kubernetes/kompose/pull/728> and <https://github.com/kubernetes/kompose/pull/727>",https://github.com/kubernetes/kompose/pull/728,False,False,False,False,True,False,False
bentheelder,kubernetes-pm,also this <https://github.com/kubernetes/test-infra/issues/6064>,https://github.com/kubernetes/test-infra/issues/6064,False,False,False,False,True,False,False
spiffxp,kubernetes-pm,<https://github.com/kubernetes/test-infra/pull/6062>,https://github.com/kubernetes/test-infra/pull/6062,False,False,False,False,True,False,False
bentheelder,kubernetes-pm,<https://github.com/kubernetes/kubernetes/pull/57729#issuecomment-354701890>,https://github.com/kubernetes/kubernetes/pull/57729#issuecomment-354701890,False,True,False,False,False,False,False
cdrage,kubernetes-pm,Hey <@U10KRBVHN> mind commenting on <https://github.com/kubernetes/kompose/pull/799#issuecomment-334751035> just wanna make sure i get the filename correctly before mergning,https://github.com/kubernetes/kompose/pull/799#issuecomment-334751035,False,False,False,False,True,False,False
dims,kubernetes-pm,<@U0E2KHQ13> <@U09R0N2BF> can you please let me know who i can ask for a loadBalancerIP for a new service? (<https://github.com/kubernetes/k8s.io/pull/96>),https://github.com/kubernetes/k8s.io/pull/96,False,False,False,False,True,False,False
chrislovecnm,kubernetes-pm,<@U09R2FL93> just because <https://github.com/kubernetes/kops/pull/4185>,https://github.com/kubernetes/kops/pull/4185,False,False,False,False,True,False,False
surajnarwade,kubernetes-pm,"hey <@U2TU9NPH9>, since <https://github.com/kubernetes/kompose/pull/871>  takes input from stdin, testing it is bit difficult",https://github.com/kubernetes/kompose/pull/871,False,False,False,False,True,False,False
dims,kubernetes-pm,<@U1P7T516X> <@U0E2KHQ13> <@U09R0N2BF> - seems the merge-bot is over eager and merges closed PR(s) - see <https://github.com/kubernetes/kubernetes/pull/57401>,https://github.com/kubernetes/kubernetes/pull/57401,False,False,True,False,False,False,False
