Sender,channel,text,url_html,is issue,is comment's issue,is pull request,is comment's pull request,issue or pull another repository,is other issue or pull of another organization,url not found
jannis,kops-users,<https://github.com/kubernetes/kubernetes/issues/53644>,https://github.com/kubernetes/kubernetes/issues/53644,False,False,False,False,True,False,False
mkumatag,kops-users,Submitted one more PR for multi arch image catalog - <https://github.com/kubernetes/kubernetes/pull/45074>,https://github.com/kubernetes/kubernetes/pull/45074,False,False,False,False,True,False,False
jeremy.wimsingues,kops-users,<https://github.com/kubernetes/helm/issues/2687>,https://github.com/kubernetes/helm/issues/2687,False,False,False,False,True,False,False
ixdy,kops-users,<https://github.com/kubernetes/test-infra/pull/6021> if anyone wants to review,https://github.com/kubernetes/test-infra/pull/6021,False,False,False,False,True,False,False
liggitt,kops-users,Opened <https://github.com/kubernetes-incubator/kubespray/issues/2121>,https://github.com/kubernetes-incubator/kubespray/issues/2121,False,False,False,False,False,True,False
cblecker,kops-users,"Brian Grant had laid out what I think is a good set of guidelines for what ""help wanted"" should mean <https://github.com/kubernetes/community/issues/860#issuecomment-321861134>",https://github.com/kubernetes/community/issues/860#issuecomment-321861134,False,False,False,False,True,False,False
shadoi,kops-users,there's a work-around for that in this issue: <https://github.com/kubernetes/kops/issues/4049>,https://github.com/kubernetes/kops/issues/4049,True,False,False,False,False,False,False
ixdy,kops-users,<https://github.com/kubernetes/kubernetes/pull/57064#issuecomment-351873668>,https://github.com/kubernetes/kubernetes/pull/57064#issuecomment-351873668,False,False,False,False,True,False,False
bentheelder,kops-users,"the flakes are too high: <http://velodrome.k8s.io/dashboard/db/bigquery-metrics?orgId=1>
filed <https://github.com/kubernetes/kubernetes/issues/57342> and poked <https://github.com/kubernetes/kubernetes/issues/56121> :confused:",https://github.com/kubernetes/kubernetes/issues/56121,False,False,False,False,True,False,False
afirth.work,kops-users,<https://github.com/kubernetes/kubernetes/issues/3312> might be a good place to start,https://github.com/kubernetes/kubernetes/issues/3312,False,False,False,False,True,False,False
oomichi,kops-users,"happy holiday :slightly_smiling_face:
Can somebody close <https://github.com/kubernetes/kubernetes/issues/24763> ?
That can be closed because test-infra one(<https://github.com/kubernetes/test-infra/issues/5701>) is merged instead",https://github.com/kubernetes/kubernetes/issues/24763,False,False,False,False,True,False,False
kruczjak,kops-users,<https://github.com/kubernetes/kops/issues/3605#issuecomment-351674234>,https://github.com/kubernetes/kops/issues/3605#issuecomment-351674234,False,True,False,False,False,False,False
surajd,kops-users,<@U3R8AEEQG> is this working for you `kompose up -v` as shown in <https://github.com/kubernetes/kompose/pull/837#issuecomment-337789167>,https://github.com/kubernetes/kompose/pull/837#issuecomment-337789167,False,False,False,False,True,False,False
surajnarwade,kops-users,"needs review on <https://github.com/kubernetes/kompose/pull/626>, added comments as persuggestion",https://github.com/kubernetes/kompose/pull/626,False,False,False,False,True,False,False
spiffxp,kops-users,"<@U4QFZFMCM> is there an issue open for the `needs-rebase` munger migration? I see you've got it listed as ""in progress"" here <https://github.com/kubernetes/test-infra/issues/3331>",https://github.com/kubernetes/test-infra/issues/3331,False,False,False,False,True,False,False
nikhita,kops-users,"about <https://github.com/kubernetes/kubernetes/pull/52828#issuecomment-347110209>, the bot suggests to use the 'keep-open' label (but doesn't mention which command to use).

Also, I noticed that the 'keep-open' label does not exist anymore. Any idea what needs to be done to keep a PR open then?",https://github.com/kubernetes/kubernetes/pull/52828#issuecomment-347110209,False,False,False,False,True,False,False
cmcc123,kops-users,We've worked this out for anyone else who ends up here with a search.  Details on what we needed to get it working for us are here:  <https://github.com/zalando-incubator/kube-ingress-aws-controller/issues/106>,https://github.com/zalando-incubator/kube-ingress-aws-controller/issues/106,False,False,False,False,False,True,False
fejta,kops-users,<https://docs.google.com/document/d/1DmNEtHM8ocbmIknThpF9VoJVrueIixjQN49brVd_Zq0/edit?usp=sharing> for <https://github.com/kubernetes/test-infra/issues/6035>,https://github.com/kubernetes/test-infra/issues/6035,False,False,False,False,True,False,False
cdrage,kops-users,<@U0P0Q5A0G> <@U0DE6E8JY> <@U10KRBVHN> <https://github.com/kubernetes/kompose/pull/704> is a high-priority in order to get all the links working :) yay graduation!,https://github.com/kubernetes/kompose/pull/704,False,False,False,False,True,False,False
surajnarwade,kops-users,<https://github.com/kubernetes-incubator/kompose/pull/664>,https://github.com/kubernetes-incubator/kompose/pull/664,False,False,False,False,False,True,False
chrislovecnm,kops-users,<@U3M10EJKC> can you add more details to <https://github.com/kubernetes/kops/issues/4188>,https://github.com/kubernetes/kops/issues/4188,True,False,False,False,False,False,False
surajnarwade,kops-users,"<@U10KRBVHN> <@U0DE6E8JY> <@U2TU9NPH9> , can you please try and give me review, <https://github.com/kubernetes-incubator/kompose/pull/609>",https://github.com/kubernetes-incubator/kompose/pull/609,False,False,False,False,False,True,False
liggitt,kops-users,<https://github.com/kubernetes/kubernetes/pull/56358> will address it by asking the current authorizer if you are a superuser and allowing role/clusterrole creation in that case,https://github.com/kubernetes/kubernetes/pull/56358,False,False,False,False,True,False,False
liggitt,kops-users,"if it is pre-1.7.x, <https://github.com/kubernetes/kubernetes/pull/44076> would be relevant",https://github.com/kubernetes/kubernetes/pull/44076,False,False,False,False,True,False,False
spiffxp,kops-users,"<https://github.com/kubernetes/community/pull/1532> and there's a merge by k8-ci-robot, hi tide :ocean:",https://github.com/kubernetes/community/pull/1532,False,False,False,False,True,False,False
cdrage,kops-users,<@U2SBSJEHJ> can you clarify what you mean on <https://github.com/kubernetes/kompose/pull/787> ?,https://github.com/kubernetes/kompose/pull/787,False,False,False,False,True,False,False
liggitt,kops-users,<@U1P7T516X> this is really weird... <https://github.com/kubernetes/kubernetes/issues/57706#issuecomment-354931309>,https://github.com/kubernetes/kubernetes/issues/57706#issuecomment-354931309,False,False,False,False,True,False,False
fejta,kops-users,"Aaaand 174,000 lines removed <https://github.com/kubernetes/test-infra/pull/6141>",https://github.com/kubernetes/test-infra/pull/6141,False,False,False,False,True,False,False
cjwagner,kops-users,"<@U0XHYG6ET> Here is an issue to make some improvements to the plugin help page: <https://github.com/kubernetes/test-infra/issues/6050>

if you would prefer to write some go code here is another issue that needs someone to take it over: <https://github.com/kubernetes/test-infra/issues/3795>",https://github.com/kubernetes/test-infra/issues/3795,False,False,False,False,True,False,False
cdrage,kops-users,<@U3R8AEEQG> can you add tests please? <https://github.com/kubernetes/kompose/pull/837#issuecomment-348208762>,https://github.com/kubernetes/kompose/pull/837#issuecomment-348208762,False,False,False,False,True,False,False
puneetguptanitj,kops-users,"Hi I am not sure if this is the right channel but saw <@U0BGPQ6DS> your comments on <https://github.com/openshift/origin/issues/8070>, our usecase is to compose API servers where one server handles certain API groups while delegates rest to the next server in the chain. Would genericapiserver be a good starting point for that?",https://github.com/openshift/origin/issues/8070,False,False,False,False,False,True,False
dimitar,kops-users,"hi all, I've seen this issue <https://github.com/kubernetes/features/issues/63> which seems to clearly say that currently only docker images are supported in k8s . I just want to double check nevertheless because my team was really hoping to use ACI images. So, can it be done?",https://github.com/kubernetes/features/issues/63,False,False,False,False,True,False,False
surajnarwade,kops-users,<@U0DE6E8JY> <@U10KRBVHN>  can you please review <https://github.com/kubernetes-incubator/kompose/pull/626>,https://github.com/kubernetes-incubator/kompose/pull/626,False,False,False,False,False,True,False
bentheelder,kops-users,<https://github.com/kubernetes/test-infra/pull/5804>,https://github.com/kubernetes/test-infra/pull/5804,False,False,False,False,True,False,False
micahhausler,kops-users,"I added documentation for ELB service annotations. If you feel so led, please take a look! <https://github.com/kubernetes/website/pull/6692>",https://github.com/kubernetes/website/pull/6692,False,False,False,False,True,False,False
theobolo,kops-users,<https://github.com/kubernetes/kubernetes/issues/23896>,https://github.com/kubernetes/kubernetes/issues/23896,False,False,False,False,True,False,False
deads2k,kops-users,@tamalsaha does the explanation in <https://github.com/kubernetes/kubeadm/issues/642> make sense?  It's important to understand why you shouldn't re-use that certificate,https://github.com/kubernetes/kubeadm/issues/642,False,False,False,False,True,False,False
herrsebi,kops-users,"hi there! I'm looking at an issue for the node e2e tests, is that still of interest to you? <https://github.com/kubernetes/kubernetes/issues/46310>",https://github.com/kubernetes/kubernetes/issues/46310,False,False,False,False,True,False,False
micahhausler,kops-users,"<@U2HR3B24A> To answer your question about health-check annotations, that was 1.9 <https://github.com/kubernetes/kubernetes/pull/56024>",https://github.com/kubernetes/kubernetes/pull/56024,False,False,False,False,True,False,False
cdrage,kops-users,"<@U3R8AEEQG> I'm going to cancel the meeting, I've also put a PR up in regards to it: <https://github.com/kubernetes-incubator/kompose/pull/681>",https://github.com/kubernetes-incubator/kompose/pull/681,False,False,False,False,False,True,False
bentheelder,kops-users,done in <https://github.com/kubernetes/test-infra/pull/6052>,https://github.com/kubernetes/test-infra/pull/6052,False,False,False,False,True,False,False
notjames,kops-users,"at first we thought that it might have been because we were using an unsanctioned version of etcd with 1.8.x. The sanctioned IE tested version is 3.0.17, but I just had a minimal cluster die last night while using 3.0.17 — although I failed to check the file descriptor usage so this issue might be a different one. I’m spinning up a new cluster and will be keeping an eye on it. We were tracking this issue <https://github.com/samsung-cnct/kraken/issues/203> and <https://github.com/samsung-cnct/kraken/issues/206>",https://github.com/samsung-cnct/kraken/issues/203,False,False,False,False,False,True,False
perotinus,kops-users,<https://github.com/kubernetes/test-infra/pull/6047>,https://github.com/kubernetes/test-infra/pull/6047,False,False,False,False,True,False,False
spiffxp,kops-users,"<https://github.com/kubernetes/test-infra/pull/5992> - straw poll: should I use <#C7J9RP96G|testing-ops> for these notifications? I thought it was a notification dumping ground in the first place, but y'all keep talking in there :upside_down_face:",https://github.com/kubernetes/test-infra/pull/5992,False,False,False,False,True,False,False
cblecker,kops-users,"Noticed something odd in the k/k approval handler. Here (<https://github.com/kubernetes/kubernetes/pull/57650#issuecomment-354250157>) it's suggesting Dawn as the best approver, except that there is an alias for the scheduling maintainers that it doesn't seem to be taking into account",https://github.com/kubernetes/kubernetes/pull/57650#issuecomment-354250157,False,False,False,False,True,False,False
bentheelder,kops-users,"I think kubernetes as well, EG <https://github.com/kubernetes/kubernetes/issues/1806>",https://github.com/kubernetes/kubernetes/issues/1806,False,False,False,False,True,False,False
rivimont,kops-users,Hi! I recently tried making my first update to the k8s docs here: <https://github.com/kubernetes/kubernetes.github.io/pull/1752>  I'm just trying to find out if there is anything else I need to do.,https://github.com/kubernetes/kubernetes.github.io/pull/1752,False,False,False,False,True,False,False
jbguerraz,kops-users,"We're facing an issue with authorization mode ""allow all"" and some manifests that uses RBAC resources.

As far as we understood, the RBAC API is enabled by default but not the RBAC authorizer (<https://github.com/kubernetes/features/issues/2#issuecomment-330569468>).

So a manifest using RBAC resources should works (RBAC API would create unused stuff as there is not the RBAC authorizer to use them).

But we get a message ""<http://clusterroles.rbac.authorization.k8s.io|clusterroles.rbac.authorization.k8s.io> ""xxx"" is forbidden: attempt to grant extra privileges"" like there is an authorizer doing its authorization job (but we're yet using the flag `--authorization-mode=AlwaysAllow`).

Does one have an idea about it ? do we miss something ? or is that some kind of bug with authz system ?",https://github.com/kubernetes/features/issues/2#issuecomment-330569468,False,False,False,False,True,False,False
porridge,kops-users,can I please get an opinion on <https://github.com/kubernetes/contrib/issues/2812> from someone who considers themselves the owner of `test-infra/jobs/config.json`?,https://github.com/kubernetes/contrib/issues/2812,False,False,False,False,True,False,False
cdrage,kops-users,Hey <@U3R8AEEQG> how is the progress on <https://github.com/kubernetes/kompose/pull/846> ?,https://github.com/kubernetes/kompose/pull/846,False,False,False,False,True,False,False
kruczjak,kops-users,<https://github.com/kubernetes/kops/issues/3575>,https://github.com/kubernetes/kops/issues/3575,True,False,False,False,False,False,False
surajnarwade,kops-users,"<@U10KRBVHN> , needs one more lgtm for this, <https://github.com/kubernetes/kompose/pull/714>",https://github.com/kubernetes/kompose/pull/714,False,False,False,False,True,False,False
cdrage,kops-users,i just commented on <https://github.com/kubernetes/kompose/issues/636#issuecomment-336027297> but was very confused what you meant in your description. perhaps go more into detail,https://github.com/kubernetes/kompose/issues/636#issuecomment-336027297,False,False,False,False,True,False,False
micahhausler,kops-users,<@U5N0VS7CK> There is an open PR for better docs around AWS annotations <https://github.com/kubernetes/website/pull/6692>,https://github.com/kubernetes/website/pull/6692,False,False,False,False,True,False,False
